,0,1,2,3
0,Datasets_,accuracy,training time,testing time
1,CMJ,0.5977653631284916,1.7839333110000553,0.10422314900006313
2,IMU_MP,0.6957983193277311,2.1944970419999663,0.14317336000021896
3,IMU_Rowing,0.7394736842105263,2.706819782999901,0.1819860699997662
4,Video_MP,0.39327731092436974,1.5081194770000366,0.08305574999985765
5,Video_Rowing,0.4513157894736842,1.8992494459998852,0.12305316300034974
6,synth,0.865,26.62650075600004,0.9949785270000575
